origin,destination,Year,Month,monthlyTransferMWh
PJM,TVA,2018,2,670176
PJM,TVA,2018,3,817953
PJM,TVA,2018,4,943648
PJM,TVA,2018,5,629340
PJM,TVA,2018,6,247179
PJM,TVA,2018,7,399685
PJM,TVA,2018,8,384261
PJM,TVA,2018,9,264436
PJM,TVA,2018,10,183983
PJM,TVA,2018,11,257545
PJM,TVA,2018,12,439212
PNM,AZPS,2018,1,11029
PNM,AZPS,2018,2,40362
PNM,AZPS,2018,3,47216
PNM,AZPS,2018,4,28029
PNM,AZPS,2018,5,4744
PNM,AZPS,2018,6,84
PNM,AZPS,2018,7,19
PNM,AZPS,2018,8,3273
PNM,AZPS,2018,9,1199
PNM,AZPS,2018,10,7503
PNM,AZPS,2018,11,12599
PNM,AZPS,2018,12,24480
PNM,EPE,2018,1,201830
PNM,EPE,2018,2,154119
PNM,EPE,2018,3,150187
PNM,EPE,2018,4,211260
PNM,EPE,2018,5,241552
PNM,EPE,2018,6,280238
PNM,EPE,2018,7,290237
PNM,EPE,2018,8,310132
PNM,EPE,2018,9,270001
PNM,EPE,2018,10,109661
PNM,EPE,2018,11,239563
PNM,EPE,2018,12,219256
PNM,GRID,2018,1,170
PNM,GRID,2018,2,120
PNM,GRID,2018,3,47
PNM,GRID,2018,4,91
PNM,GRID,2018,5,66
PNM,GRID,2018,6,39
PNM,GRID,2018,7,147
PNM,GRID,2018,8,142
PNM,GRID,2018,9,95
PNM,GRID,2018,10,123
PNM,GRID,2018,11,144
PNM,GRID,2018,12,189
PNM,SWPP,2018,1,9077
PNM,SWPP,2018,2,10894
PNM,SWPP,2018,3,14196
PNM,SWPP,2018,4,6135
PNM,SWPP,2018,5,9345
PNM,SWPP,2018,6,6270
PNM,SWPP,2018,7,2524
PNM,SWPP,2018,8,3272
PNM,SWPP,2018,9,8780
PNM,SWPP,2018,10,2066
PNM,SWPP,2018,11,11442
PNM,SWPP,2018,12,12116
PNM,TEPC,2018,1,97354
PNM,TEPC,2018,2,9455
PNM,TEPC,2018,3,37418
PNM,TEPC,2018,4,56179
PNM,TEPC,2018,5,58109
PNM,TEPC,2018,6,97800
PNM,TEPC,2018,7,127487
PNM,TEPC,2018,8,166582
PNM,TEPC,2018,9,113140
PNM,TEPC,2018,10,108910
PNM,TEPC,2018,11,104910
PNM,TEPC,2018,12,185763
PNM,WACM,2018,1,104525
PNM,WACM,2018,2,145762
PNM,WACM,2018,3,234250
PNM,WACM,2018,4,81752
PNM,WACM,2018,5,115308
PNM,WACM,2018,6,28118
PNM,WACM,2018,7,9888
PNM,WACM,2018,8,26962
PNM,WACM,2018,9,64898
PNM,WACM,2018,10,125859
PNM,WACM,2018,11,170918
PNM,WACM,2018,12,103159
PSCO,PNM,2018,1,106473
PSCO,PNM,2018,2,87984
PSCO,PNM,2018,3,95707
PSCO,PNM,2018,4,89074
PSCO,PNM,2018,5,80854
PSCO,PNM,2018,6,85524
PSCO,PNM,2018,7,109383
PSCO,PNM,2018,8,103383
PSCO,PNM,2018,9,89587
PSCO,PNM,2018,10,87358
PSCO,PNM,2018,11,87842
PSCO,PNM,2018,12,106578
PSCO,SWPP,2018,1,8299
PSCO,SWPP,2018,3,14
PSCO,SWPP,2018,4,3445
PSCO,SWPP,2018,5,10820
PSCO,SWPP,2018,6,4581
PSCO,SWPP,2018,7,3733
PSCO,SWPP,2018,8,1570
PSCO,SWPP,2018,9,4446
PSCO,SWPP,2018,10,12363
PSCO,SWPP,2018,11,15229
PSCO,SWPP,2018,12,13520
PSCO,WACM,2018,5,334
PSEI,CHPD,2018,1,69105
PSEI,CHPD,2018,2,51549
PSEI,CHPD,2018,3,49153
PSEI,CHPD,2018,4,53781
PSEI,CHPD,2018,5,55824
PSEI,CHPD,2018,6,75808
PSEI,CHPD,2018,12,34289
PSEI,GCPD,2018,1,121079
PSEI,GCPD,2018,2,216103
PSEI,GCPD,2018,3,170536
PSEI,GCPD,2018,4,183534
PSEI,GCPD,2018,5,107086
PSEI,GCPD,2018,6,183615
PSEI,GCPD,2018,7,54556
PSEI,GCPD,2018,8,72934
PSEI,GCPD,2018,9,55892
PSEI,GCPD,2018,10,43980
PSEI,GCPD,2018,11,65109
PSEI,GCPD,2018,12,107117
PSEI,SCL,2018,1,2436
PSEI,SCL,2018,2,2692
PSEI,SCL,2018,3,8179
PSEI,SCL,2018,4,911
PSEI,SCL,2018,5,14644
PSEI,SCL,2018,6,46315
PSEI,SCL,2018,7,24055
PSEI,SCL,2018,8,31462
PSEI,SCL,2018,9,14281
PSEI,SCL,2018,10,28078
PSEI,SCL,2018,11,58219
PSEI,SCL,2018,12,16443
PSEI,TPWR,2018,1,16
PSEI,TPWR,2018,5,7646
PSEI,TPWR,2018,6,1518
PSEI,TPWR,2018,9,895
SC,CPLE,2018,1,22286
SC,CPLE,2018,2,4051
SC,CPLE,2018,3,7640
SC,CPLE,2018,4,6592
SC,CPLE,2018,5,3830
SC,CPLE,2018,6,17808
SC,CPLE,2018,7,8307
SC,CPLE,2018,8,12316
SC,CPLE,2018,9,4897
SC,CPLE,2018,10,41360
SC,CPLE,2018,11,64367
SC,CPLE,2018,12,10274
SC,DUK,2018,1,294433
SC,DUK,2018,2,239591
SC,DUK,2018,3,366860
SC,DUK,2018,4,303123
SC,DUK,2018,5,179042
SC,DUK,2018,6,314083
SC,DUK,2018,7,731601
SC,DUK,2018,8,747977
SC,DUK,2018,9,518938
SC,DUK,2018,10,371517
SC,DUK,2018,11,430250
SC,DUK,2018,12,639110
SC,SCEG,2018,1,561
SC,SCEG,2018,5,65
SC,SEPA,2018,1,39369
SC,SEPA,2018,2,34016
SC,SEPA,2018,3,7763
SC,SEPA,2018,4,22232
SC,SEPA,2018,5,29385
SC,SEPA,2018,6,48934
SC,SEPA,2018,7,119819
SC,SEPA,2018,8,80178
SC,SEPA,2018,9,130444
SC,SEPA,2018,10,75185
SC,SEPA,2018,11,31854
SC,SEPA,2018,12,29179
SC,SOCO,2018,9,966
SC,SOCO,2018,10,14018
SCEG,CPLE,2018,1,147048
SCEG,CPLE,2018,2,70425
SCEG,CPLE,2018,3,125828
SCEG,CPLE,2018,4,90626
SCEG,CPLE,2018,5,97560
SCEG,CPLE,2018,6,101702
SCEG,CPLE,2018,7,80635
SCEG,CPLE,2018,8,99165
SCEG,CPLE,2018,9,82932
SCEG,CPLE,2018,10,94541
SCEG,CPLE,2018,11,127665
SCEG,CPLE,2018,12,78683
SCEG,DUK,2018,1,69359
SCEG,DUK,2018,2,85194
SCEG,DUK,2018,3,84491
SCEG,DUK,2018,4,140505
SCEG,DUK,2018,5,82861
SCEG,DUK,2018,6,9286
SCEG,DUK,2018,7,23085
SCEG,DUK,2018,8,23760
SCEG,DUK,2018,9,8396
SCEG,DUK,2018,10,76
SCEG,DUK,2018,11,10869
SCEG,DUK,2018,12,146078
SCEG,SC,2018,1,353066
SCEG,SC,2018,2,416627
SCEG,SC,2018,3,673614
SCEG,SC,2018,4,500160
SCEG,SC,2018,5,478758
SCEG,SC,2018,6,797749
SCEG,SC,2018,7,973219
SCEG,SC,2018,8,972469
SCEG,SC,2018,9,883137
SCEG,SC,2018,10,579877
SCEG,SC,2018,11,438159
SCEG,SC,2018,12,704034
SCEG,SEPA,2018,1,39576
SCEG,SEPA,2018,2,23322
SCEG,SEPA,2018,3,1395
SCEG,SEPA,2018,4,17536
SCEG,SEPA,2018,5,28155
SCEG,SEPA,2018,6,9248
SCEG,SEPA,2018,7,19695
SCEG,SEPA,2018,8,19991
SCEG,SEPA,2018,9,12405
SCEG,SEPA,2018,10,33567
SCEG,SEPA,2018,11,28843
SCEG,SEPA,2018,12,3380
SCL,BPAT,2018,4,895
SCL,BPAT,2018,5,53673
SCL,BPAT,2018,6,152444
SCL,BPAT,2018,7,9077
SCL,BPAT,2018,8,21
SCL,BPAT,2018,10,306
SCL,PSEI,2018,1,26045
SCL,PSEI,2018,2,37826
SCL,PSEI,2018,3,22180
SCL,PSEI,2018,4,39196
SCL,PSEI,2018,5,13326
SCL,PSEI,2018,6,3465
SCL,PSEI,2018,7,13655
SCL,PSEI,2018,8,6009
SCL,PSEI,2018,9,5597
SCL,PSEI,2018,10,5901
SCL,PSEI,2018,11,1110
SCL,PSEI,2018,12,13011
SEC,FPC,2018,1,324647
SEC,FPC,2018,2,236786
SEC,FPC,2018,3,282293
SEC,FPC,2018,4,264808
SEC,FPC,2018,5,273072
SEC,FPC,2018,6,285387
SEC,FPC,2018,7,331867
SEC,FPC,2018,8,324124
SEC,FPC,2018,9,333084
SEC,FPC,2018,10,291828
SEC,FPC,2018,11,216514
SEC,FPC,2018,12,228512
SEC,FPL,2018,1,783419
SEC,FPL,2018,2,470301
SEC,FPL,2018,3,423375
SEC,FPL,2018,4,545620
SEC,FPL,2018,5,511588
SEC,FPL,2018,6,569638
SEC,FPL,2018,7,681416
SEC,FPL,2018,8,736553
SEC,FPL,2018,9,751775
SEC,FPL,2018,10,682478
SEC,FPL,2018,11,817976
SEC,FPL,2018,12,1012630
SEC,JEA,2018,1,5000
SEC,JEA,2018,2,4783
SEC,JEA,2018,3,1115
SEC,JEA,2018,4,2580
SEC,JEA,2018,5,1157
SEC,JEA,2018,6,83
SEC,JEA,2018,7,14
SEC,JEA,2018,8,154
SEC,JEA,2018,9,24
SEC,JEA,2018,10,44
SEC,JEA,2018,11,1850
SEC,JEA,2018,12,25846
SEC,TEC,2018,1,40266
SEC,TEC,2018,2,26872
SEC,TEC,2018,3,12629
SEC,TEC,2018,4,50437
SEC,TEC,2018,5,96691
SEC,TEC,2018,6,63045
SEC,TEC,2018,7,48071
SEC,TEC,2018,8,65877
SEC,TEC,2018,9,44933
SEC,TEC,2018,10,38659
SEC,TEC,2018,11,6947
SEC,TEC,2018,12,11060
SEPA,DUK,2018,1,18232
SEPA,DUK,2018,2,18213
SEPA,DUK,2018,3,13330
SEPA,DUK,2018,4,35967
SEPA,DUK,2018,5,47996
SEPA,DUK,2018,6,49081
SEPA,DUK,2018,7,24407
SEPA,DUK,2018,8,40069
SEPA,DUK,2018,9,12548
SEPA,DUK,2018,10,29442
SEPA,DUK,2018,11,18997
SEPA,DUK,2018,12,57479
SEPA,SC,2018,1,44290
SEPA,SC,2018,2,44818
SEPA,SC,2018,3,35811
SEPA,SC,2018,4,26064
SEPA,SC,2018,5,35071
SEPA,SC,2018,6,36875
SEPA,SC,2018,7,61499
SEPA,SC,2018,8,62978
SEPA,SC,2018,9,52225
SEPA,SC,2018,10,64345
SEPA,SC,2018,11,95138
SEPA,SC,2018,12,115268
SEPA,SCEG,2018,1,721
SEPA,SCEG,2018,2,7077
SEPA,SCEG,2018,3,19635
SEPA,SCEG,2018,4,11667
SEPA,SCEG,2018,5,5142
SEPA,SCEG,2018,6,17947
SEPA,SCEG,2018,7,4686
SEPA,SCEG,2018,8,10343
SEPA,SCEG,2018,9,9956
SEPA,SCEG,2018,10,1521
SEPA,SCEG,2018,11,3078
SEPA,SCEG,2018,12,22741
SEPA,SOCO,2018,1,110662
SEPA,SOCO,2018,2,78549
SEPA,SOCO,2018,3,86138
SEPA,SOCO,2018,4,150892
SEPA,SOCO,2018,5,184707
SEPA,SOCO,2018,6,273119
SEPA,SOCO,2018,7,200677
SEPA,SOCO,2018,8,204838
SEPA,SOCO,2018,9,191582
SEPA,SOCO,2018,10,148355
SEPA,SOCO,2018,11,171148
SEPA,SOCO,2018,12,288149
SOCO,AEC,2018,1,23865
SOCO,AEC,2018,2,29103
SOCO,AEC,2018,3,51814
SOCO,AEC,2018,4,4610
SOCO,AEC,2018,5,17626
SOCO,AEC,2018,6,8421
SOCO,AEC,2018,7,551
SOCO,AEC,2018,9,34455
SOCO,AEC,2018,10,13194
SOCO,AEC,2018,11,23575
SOCO,AEC,2018,12,56816
SOCO,DUK,2018,1,56460
SOCO,DUK,2018,2,44088
SOCO,DUK,2018,3,14312
SOCO,DUK,2018,4,1349
SOCO,DUK,2018,5,51
SOCO,DUK,2018,6,1086
SOCO,DUK,2018,7,4036
SOCO,DUK,2018,8,2298
SOCO,DUK,2018,9,453
SOCO,DUK,2018,10,31808
SOCO,DUK,2018,11,37694
SOCO,DUK,2018,12,53611
SOCO,FPC,2018,1,152990
SOCO,FPC,2018,2,104165
SOCO,FPC,2018,3,111191
SOCO,FPC,2018,4,160335
SOCO,FPC,2018,5,129265
SOCO,FPC,2018,6,205920
SOCO,FPC,2018,7,213846
SOCO,FPC,2018,8,206503
SOCO,FPC,2018,9,204677
SOCO,FPC,2018,10,140258
SOCO,FPC,2018,11,91106
SOCO,FPC,2018,12,53798
SOCO,FPL,2018,1,147219
SOCO,FPL,2018,2,394208
SOCO,FPL,2018,3,213166
SOCO,FPL,2018,4,286830
SOCO,FPL,2018,5,256587
SOCO,FPL,2018,6,976557
SOCO,FPL,2018,7,961462
SOCO,FPL,2018,8,982851
SOCO,FPL,2018,9,1076763
SOCO,FPL,2018,10,954318
SOCO,FPL,2018,11,516104
SOCO,FPL,2018,12,265371
SOCO,MISO,2018,1,770080
SOCO,MISO,2018,2,700413
SOCO,MISO,2018,3,608903
SOCO,MISO,2018,4,659532
SOCO,MISO,2018,5,893918
SOCO,MISO,2018,6,1030527
SOCO,MISO,2018,7,787197
SOCO,MISO,2018,8,668598
SOCO,MISO,2018,9,657233
SOCO,MISO,2018,10,298073
SOCO,MISO,2018,11,402836
SOCO,MISO,2018,12,435145
SOCO,SC,2018,1,475725
SOCO,SC,2018,2,314879
SOCO,SC,2018,3,406271
SOCO,SC,2018,4,623373
SOCO,SC,2018,5,622508
SOCO,SC,2018,6,346639
SOCO,SC,2018,7,740498
SOCO,SC,2018,8,776320
SOCO,SC,2018,9,620244
SOCO,SC,2018,10,361919
SOCO,SC,2018,11,650494
SOCO,SC,2018,12,661637
SOCO,SCEG,2018,1,455610
SOCO,SCEG,2018,2,354157
SOCO,SCEG,2018,3,425615
SOCO,SCEG,2018,4,314325
SOCO,SCEG,2018,5,279678
SOCO,SCEG,2018,6,325972
SOCO,SCEG,2018,7,346244
SOCO,SCEG,2018,8,369443
SOCO,SCEG,2018,9,239819
SOCO,SCEG,2018,10,338718
SOCO,SCEG,2018,11,411331
SOCO,SCEG,2018,12,380383
SOCO,SEPA,2018,1,3801
SOCO,SEPA,2018,2,6893
SOCO,SEPA,2018,3,10
SOCO,SEPA,2018,5,366
SOCO,SEPA,2018,10,165
SOCO,SEPA,2018,11,410
SOCO,SEPA,2018,12,66
SOCO,TAL,2018,1,105537
SOCO,TAL,2018,2,68325
SOCO,TAL,2018,3,90646
SOCO,TAL,2018,4,80680
SOCO,TAL,2018,5,98438
SOCO,TAL,2018,6,130088
SOCO,TAL,2018,7,135313
SOCO,TAL,2018,8,126194
SOCO,TAL,2018,9,123964
SOCO,TAL,2018,10,130933
SOCO,TAL,2018,11,100183
SOCO,TAL,2018,12,86756
SOCO,TVA,2018,1,1757
SOCO,TVA,2018,2,3364
SOCO,TVA,2018,3,1109
SOCO,TVA,2018,4,949
SOCO,TVA,2018,5,2670
SOCO,TVA,2018,6,16429
SOCO,TVA,2018,7,10919
SOCO,TVA,2018,8,2912
SOCO,TVA,2018,9,8243
SOCO,TVA,2018,10,63622
SOCO,TVA,2018,11,67232
SOCO,TVA,2018,12,3255
SPA,AECI,2018,1,137594
SPA,AECI,2018,2,172237
SPA,AECI,2018,3,180259
SPA,AECI,2018,4,161238
SPA,AECI,2018,5,187777
SPA,AECI,2018,6,179444
SPA,AECI,2018,7,171082
SPA,AECI,2018,8,122817
SPA,AECI,2018,9,82968
SPA,AECI,2018,10,125170
SPA,AECI,2018,11,116797
SPA,AECI,2018,12,127415
SPA,MISO,2018,1,440357
SPA,MISO,2018,2,262206
SPA,MISO,2018,3,620011
SPA,MISO,2018,4,369473
SPA,MISO,2018,5,492510
SPA,MISO,2018,6,491577
SPA,MISO,2018,7,266199
SPA,MISO,2018,8,226771
SPA,MISO,2018,9,354948
SPA,MISO,2018,10,313968
SPA,MISO,2018,11,311341
SPA,MISO,2018,12,437465
SPA,SWPP,2018,1,31660
SPA,SWPP,2018,2,33390
SPA,SWPP,2018,3,188712
SPA,SWPP,2018,4,174695
SPA,SWPP,2018,5,105740
SPA,SWPP,2018,6,111112
SPA,SWPP,2018,7,63424
SPA,SWPP,2018,8,87353
SPA,SWPP,2018,9,126762
SPA,SWPP,2018,10,221027
SPA,SWPP,2018,11,188635
SPA,SWPP,2018,12,131719
SPC,SWPP,2018,1,7614
SPC,SWPP,2018,2,19080
SPC,SWPP,2018,3,13705
SPC,SWPP,2018,4,8474
SPC,SWPP,2018,5,28480
SPC,SWPP,2018,6,14719
SPC,SWPP,2018,7,7087
SPC,SWPP,2018,8,5168
SPC,SWPP,2018,9,4446
SPC,SWPP,2018,10,6645
SPC,SWPP,2018,11,4520
SPC,SWPP,2018,12,8766
SRP,AZPS,2018,2,26039
SRP,AZPS,2018,3,1758
SRP,AZPS,2018,4,217483
SRP,AZPS,2018,5,477101
SRP,AZPS,2018,6,562051
SRP,AZPS,2018,7,1574331
SRP,AZPS,2018,8,3480264
SRP,AZPS,2018,9,3442167
SRP,AZPS,2018,10,2720563
SRP,AZPS,2018,11,2047033
SRP,AZPS,2018,12,2540300
SRP,CISO,2018,1,1018931
SRP,CISO,2018,2,813572
SRP,CISO,2018,3,746371
SRP,CISO,2018,4,472139
SRP,CISO,2018,5,635574
SRP,CISO,2018,6,750812
SRP,CISO,2018,7,1193007
SRP,CISO,2018,8,1431520
SRP,CISO,2018,9,1595315
SRP,CISO,2018,10,1657729
SRP,CISO,2018,11,1252320
SRP,CISO,2018,12,1413243
SRP,DEAA,2018,1,723
SRP,DEAA,2018,2,281
SRP,DEAA,2018,3,843
SRP,DEAA,2018,4,788
SRP,DEAA,2018,5,63619
SRP,DEAA,2018,6,79799
SRP,DEAA,2018,7,215
SRP,DEAA,2018,11,764
SRP,DEAA,2018,12,645
SRP,HGMA,2018,1,882
SRP,HGMA,2018,2,799
SRP,HGMA,2018,3,772
SRP,HGMA,2018,4,579
SRP,HGMA,2018,5,66597
SRP,HGMA,2018,6,83282
SRP,HGMA,2018,7,1036
SRP,HGMA,2018,8,1322
SRP,HGMA,2018,9,688
SRP,HGMA,2018,10,447
SRP,HGMA,2018,11,544
SRP,HGMA,2018,12,525
SRP,TEPC,2018,1,246041
SRP,TEPC,2018,2,169104
SRP,TEPC,2018,3,182529
SRP,TEPC,2018,4,45131
SRP,TEPC,2018,5,395068
SRP,TEPC,2018,6,451897
SRP,TEPC,2018,7,87204
SRP,TEPC,2018,8,140046
SRP,TEPC,2018,9,106081
SRP,TEPC,2018,10,29894
SRP,TEPC,2018,12,5243
SRP,WALC,2018,3,148
SRP,WALC,2018,5,121857
SRP,WALC,2018,6,151020
SRP,WALC,2018,10,371
SRP,WALC,2018,11,16089
SRP,WALC,2018,12,11778
SWPP,AECI,2018,1,760700
SWPP,AECI,2018,2,611332
SWPP,AECI,2018,3,396350
SWPP,AECI,2018,4,272279
SWPP,AECI,2018,5,78260
SWPP,AECI,2018,6,264315
SWPP,AECI,2018,7,183425
SWPP,AECI,2018,8,268401
SWPP,AECI,2018,9,337006
SWPP,AECI,2018,10,256875
SWPP,AECI,2018,11,346187
SWPP,AECI,2018,12,543723
SWPP,EPE,2018,1,363
SWPP,EPE,2018,2,16244
SWPP,EPE,2018,3,7659
SWPP,EPE,2018,4,13955
SWPP,EPE,2018,5,1485
SWPP,EPE,2018,6,4482
SWPP,EPE,2018,7,14579
SWPP,EPE,2018,8,6547
SWPP,EPE,2018,9,6188
SWPP,EPE,2018,10,18958
SWPP,EPE,2018,11,2907
SWPP,EPE,2018,12,5174
SWPP,ERCO,2018,1,135756
SWPP,ERCO,2018,2,70371
SWPP,ERCO,2018,3,113882
SWPP,ERCO,2018,4,164929
SWPP,ERCO,2018,5,343756
SWPP,ERCO,2018,6,480472
SWPP,ERCO,2018,7,606387
SWPP,ERCO,2018,8,669855
SWPP,ERCO,2018,9,593169
SWPP,ERCO,2018,10,184608
SWPP,ERCO,2018,11,141888
SWPP,ERCO,2018,12,137650
SWPP,MISO,2018,1,640388
SWPP,MISO,2018,2,418643
SWPP,MISO,2018,3,905163
SWPP,MISO,2018,4,599720
SWPP,MISO,2018,5,581862
SWPP,MISO,2018,6,518538
SWPP,MISO,2018,7,377223
SWPP,MISO,2018,8,859073
SWPP,MISO,2018,9,1291639
SWPP,MISO,2018,10,662714
SWPP,MISO,2018,11,491696
SWPP,MISO,2018,12,664202
SWPP,PNM,2018,1,3599
SWPP,PNM,2018,2,772
SWPP,PNM,2018,3,1179
SWPP,PNM,2018,4,3249
SWPP,PNM,2018,5,1058
SWPP,PNM,2018,6,4419
SWPP,PNM,2018,7,6654
SWPP,PNM,2018,8,5265
SWPP,PNM,2018,9,2310
SWPP,PNM,2018,10,1152
SWPP,PNM,2018,11,3236
SWPP,PNM,2018,12,2770
SWPP,PSCO,2018,1,5764
SWPP,PSCO,2018,3,458
SWPP,PSCO,2018,4,3145
SWPP,PSCO,2018,5,1890
SWPP,PSCO,2018,6,3800
SWPP,PSCO,2018,7,4038
SWPP,PSCO,2018,8,1341
SWPP,PSCO,2018,9,5478
SWPP,PSCO,2018,10,7758
SWPP,PSCO,2018,11,7668
SWPP,PSCO,2018,12,3524
SWPP,SPA,2018,1,54061
SWPP,SPA,2018,2,42328
SWPP,SPA,2018,3,5
SWPP,SPA,2018,4,781
SWPP,SPA,2018,5,3519
SWPP,SPA,2018,6,2494
SWPP,SPA,2018,7,12984
SWPP,SPA,2018,8,5214
SWPP,SPA,2018,9,4
SWPP,SPA,2018,11,325
SWPP,SPA,2018,12,277
SWPP,SPC,2018,1,18058
SWPP,SPC,2018,2,3454
SWPP,SPC,2018,3,3379
SWPP,SPC,2018,4,7612
SWPP,SPC,2018,5,4150
SWPP,SPC,2018,6,6858
SWPP,SPC,2018,7,617
SWPP,SPC,2018,8,5724
SWPP,SPC,2018,9,10856
SWPP,SPC,2018,10,9483
SWPP,SPC,2018,11,14090
SWPP,SPC,2018,12,2672
SWPP,WACM,2018,1,11200
SWPP,WACM,2018,2,18821
SWPP,WACM,2018,3,29326
SWPP,WACM,2018,4,5662
SWPP,WACM,2018,5,5886
SWPP,WACM,2018,6,3343
SWPP,WACM,2018,7,24521
SWPP,WACM,2018,8,19454
SWPP,WACM,2018,9,24796
SWPP,WACM,2018,10,22455
SWPP,WACM,2018,11,66182
SWPP,WACM,2018,12,62986
SWPP,WAUW,2018,1,437
SWPP,WAUW,2018,2,654
SWPP,WAUW,2018,3,1142
SWPP,WAUW,2018,4,486
SWPP,WAUW,2018,5,89
SWPP,WAUW,2018,6,35
SWPP,WAUW,2018,7,20194
SWPP,WAUW,2018,8,58036
SWPP,WAUW,2018,9,37507
SWPP,WAUW,2018,10,35150
SWPP,WAUW,2018,11,22630
SWPP,WAUW,2018,12,3872
TAL,FPC,2018,1,127261
TAL,FPC,2018,2,104237
TAL,FPC,2018,3,107701
TAL,FPC,2018,4,67350
TAL,FPC,2018,5,117985
TAL,FPC,2018,6,158792
TAL,FPC,2018,7,158143
TAL,FPC,2018,8,156627
TAL,FPC,2018,9,156653
TAL,FPC,2018,10,119910
TAL,FPC,2018,11,142780
TAL,FPC,2018,12,143647
TAL,SOCO,2018,2,19
TEC,FMPP,2018,1,123327
TEC,FMPP,2018,2,19682
TEC,FMPP,2018,3,12956
TEC,FMPP,2018,4,54880
TEC,FMPP,2018,5,133785
TEC,FMPP,2018,6,123409
TEC,FMPP,2018,7,57884
TEC,FMPP,2018,8,60044
TEC,FMPP,2018,9,46125
TEC,FMPP,2018,10,50335
TEC,FMPP,2018,11,50861
TEC,FMPP,2018,12,33693
TEC,FPC,2018,1,92977
TEC,FPC,2018,2,21235
TEC,FPC,2018,3,45220
TEC,FPC,2018,4,136188
TEC,FPC,2018,5,128314
TEC,FPC,2018,6,89890
TEC,FPC,2018,7,104450
TEC,FPC,2018,8,96938
TEC,FPC,2018,9,193077
TEC,FPC,2018,10,122194
TEC,FPC,2018,11,37157
TEC,FPC,2018,12,44088
TEC,FPL,2018,1,133323
TEC,FPL,2018,2,99570
TEC,FPL,2018,3,27319
TEC,FPL,2018,4,64875
TEC,FPL,2018,5,64628
TEC,FPL,2018,6,128243
TEC,FPL,2018,7,106146
TEC,FPL,2018,8,53374
TEC,FPL,2018,9,19177
TEC,FPL,2018,10,28001
TEC,FPL,2018,11,87765
TEC,FPL,2018,12,66051
TEC,SEC,2018,1,26822
TEC,SEC,2018,2,29393
TEC,SEC,2018,3,32024
TEC,SEC,2018,4,19015
TEC,SEC,2018,5,14899
TEC,SEC,2018,6,3727
TEC,SEC,2018,7,23196
TEC,SEC,2018,8,18782
TEC,SEC,2018,9,17824
TEC,SEC,2018,10,35263
TEC,SEC,2018,11,94270
TEC,SEC,2018,12,73812
TEPC,AZPS,2018,1,167
TEPC,EPE,2018,1,108572
TEPC,EPE,2018,2,99880
TEPC,EPE,2018,3,221572
TEPC,EPE,2018,4,67605
TEPC,EPE,2018,5,199937
TEPC,EPE,2018,6,216921
TEPC,EPE,2018,7,112605
TEPC,EPE,2018,8,96415
TEPC,EPE,2018,9,77041
TEPC,EPE,2018,10,252984
TEPC,EPE,2018,11,16982
TEPC,EPE,2018,12,40021
TEPC,PNM,2018,1,153807
TEPC,PNM,2018,2,167287
TEPC,PNM,2018,3,109483
TEPC,PNM,2018,4,48358
TEPC,PNM,2018,5,49973
TEPC,PNM,2018,6,29719
TEPC,PNM,2018,7,18427
TEPC,PNM,2018,8,15053
TEPC,PNM,2018,9,43360
TEPC,PNM,2018,10,57098
TEPC,PNM,2018,11,20265
TEPC,PNM,2018,12,33900
TEPC,SRP,2018,1,90715
TEPC,SRP,2018,2,16740
TEPC,SRP,2018,3,32717
TEPC,SRP,2018,4,200279
TEPC,SRP,2018,5,99209
TEPC,SRP,2018,6,89895
TEPC,SRP,2018,7,234946
TEPC,SRP,2018,8,822851
TEPC,SRP,2018,9,806079
TEPC,SRP,2018,10,706739
TEPC,SRP,2018,11,1156753
TEPC,SRP,2018,12,1119271
TEPC,WALC,2018,3,2
TEPC,WALC,2018,4,192
TEPC,WALC,2018,5,322
TIDC,BANC,2018,1,20083
TIDC,BANC,2018,2,43856
TIDC,BANC,2018,3,43419
TIDC,BANC,2018,4,56494
TIDC,BANC,2018,5,63651
TIDC,BANC,2018,6,65267
TIDC,BANC,2018,7,18638
TIDC,BANC,2018,8,15038
TIDC,BANC,2018,9,59002
TIDC,BANC,2018,10,121217
TIDC,BANC,2018,11,108203
TIDC,BANC,2018,12,87509
TIDC,CISO,2018,1,30832
TIDC,CISO,2018,2,4983
TIDC,CISO,2018,3,20595
TIDC,CISO,2018,4,13553
TIDC,CISO,2018,5,7834
TIDC,CISO,2018,6,14182
TIDC,CISO,2018,7,72671
TIDC,CISO,2018,8,89310
TIDC,CISO,2018,9,15792
TIDC,CISO,2018,10,127
TIDC,CISO,2018,11,100
TIDC,CISO,2018,12,2889
TPWR,BPAT,2018,1,3842
TPWR,BPAT,2018,2,2994
TPWR,BPAT,2018,5,1284
TPWR,PSEI,2018,1,37161
TPWR,PSEI,2018,2,28366
TPWR,PSEI,2018,3,35305
TPWR,PSEI,2018,4,29193
TPWR,PSEI,2018,5,3280
TPWR,PSEI,2018,6,10756
TPWR,PSEI,2018,7,23057
TPWR,PSEI,2018,8,30909
TPWR,PSEI,2018,9,34212
TPWR,PSEI,2018,10,31159
TPWR,PSEI,2018,11,29221
TPWR,PSEI,2018,12,47494
TVA,CPLW,2018,1,64988
TVA,CPLW,2018,2,46430
TVA,CPLW,2018,3,42939
TVA,CPLW,2018,4,25312
TVA,CPLW,2018,5,20238
TVA,CPLW,2018,6,17160
TVA,CPLW,2018,7,7793
