origin,destination,Year,Month,Day,monthlyTransferMWh
JEA,FMPP,2018,10,11904,37069
JEA,FMPP,2018,11,10958,17871
JEA,FMPP,2018,12,11907,22194
JEA,FPL,2018,3,87,63
JEA,SEC,2018,1,5659,7599
JEA,SEC,2018,2,8024,27991
JEA,SEC,2018,3,9542,18511
JEA,SEC,2018,4,6065,21889
JEA,SEC,2018,5,10860,20034
JEA,SEC,2018,6,11642,45214
JEA,SEC,2018,7,12637,35367
JEA,SEC,2018,8,11854,31336
JEA,SEC,2018,9,11340,32457
JEA,SEC,2018,10,12908,133595
JEA,SEC,2018,11,8555,64474
JEA,SEC,2018,12,1716,28677
LDWP,BPAT,2018,10,260,6897
LDWP,BPAT,2018,11,108,1632
LDWP,BPAT,2018,12,238,9104
LDWP,CISO,2018,1,13861,2944841
LDWP,CISO,2018,2,9767,2004942
LDWP,CISO,2018,3,11753,1970297
LDWP,CISO,2018,4,10640,1405198
LDWP,CISO,2018,5,11826,1644532
LDWP,CISO,2018,6,11057,1560310
LDWP,CISO,2018,7,11904,1732719
LDWP,CISO,2018,8,11927,1972340
LDWP,CISO,2018,9,11183,1842205
LDWP,CISO,2018,10,11904,1389901
LDWP,CISO,2018,11,11160,1484597
LDWP,CISO,2018,12,11904,1959826
LDWP,NEVP,2018,1,13562,665743
LDWP,NEVP,2018,2,9744,548507
LDWP,NEVP,2018,3,11904,506743
LDWP,NEVP,2018,4,11160,480131
LDWP,NEVP,2018,5,11904,457716
LDWP,NEVP,2018,6,11160,539087
LDWP,NEVP,2018,7,11904,686401
LDWP,NEVP,2018,8,11904,590393
LDWP,NEVP,2018,9,11160,583193
LDWP,NEVP,2018,10,22978,1121710
LDWP,NEVP,2018,11,21889,999861
LDWP,NEVP,2018,12,18588,626207
LDWP,PACE,2018,2,70,217
LDWP,PACE,2018,3,791,2198
LDWP,PACE,2018,4,467,632
LDWP,PACE,2018,5,751,1718
LDWP,PACE,2018,6,1712,5193
LDWP,PACE,2018,7,500,1862
LDWP,PACE,2018,8,455,5322
LDWP,PACE,2018,9,129,679
LDWP,PACE,2018,10,1239,5255
LDWP,PACE,2018,11,263,1906
LDWP,PACE,2018,12,240,547
LDWP,WALC,2018,4,725,6730
LDWP,WALC,2018,5,997,6158
LDWP,WALC,2018,6,216,2625
LGEE,MISO,2018,1,439,4170
LGEE,MISO,2018,2,14254,231292
LGEE,MISO,2018,3,2491,20030
LGEE,MISO,2018,4,3368,44740
LGEE,MISO,2018,5,7123,45794
LGEE,MISO,2018,6,4827,39188
LGEE,MISO,2018,7,6515,52187
LGEE,MISO,2018,8,6924,77934
LGEE,MISO,2018,9,8968,74073
LGEE,MISO,2018,10,2226,42907
LGEE,MISO,2018,11,6439,57869
LGEE,MISO,2018,12,11186,96314
LGEE,OVEC,2018,1,11269,322721
LGEE,OVEC,2018,2,4924,131780
LGEE,OVEC,2018,3,3511,15690
LGEE,OVEC,2018,4,9842,175743
LGEE,OVEC,2018,5,10002,184706
LGEE,OVEC,2018,6,8754,130571
LGEE,OVEC,2018,7,11356,226336
LGEE,OVEC,2018,8,11584,250758
LGEE,OVEC,2018,9,10597,247473
LGEE,OVEC,2018,10,11607,265538
LGEE,OVEC,2018,11,9053,171155
LGEE,OVEC,2018,12,6,1818
LGEE,PJM,2018,1,11904,555739
LGEE,PJM,2018,2,9187,197568
LGEE,PJM,2018,3,11892,431286
LGEE,PJM,2018,4,11160,361348
LGEE,PJM,2018,5,11897,373672
LGEE,PJM,2018,6,11160,390998
LGEE,PJM,2018,7,11904,384651
LGEE,PJM,2018,8,11966,324549
LGEE,PJM,2018,9,12486,312804
LGEE,PJM,2018,10,12200,425133
LGEE,PJM,2018,11,11336,526611
LGEE,PJM,2018,12,13767,423365
LGEE,TVA,2018,1,12343,99163
LGEE,TVA,2018,2,397,11188
LGEE,TVA,2018,3,4091,26869
LGEE,TVA,2018,4,1879,8629
LGEE,TVA,2018,5,30,32
LGEE,TVA,2018,6,3910,10137
LGEE,TVA,2018,7,1048,4405
LGEE,TVA,2018,8,1373,2397
LGEE,TVA,2018,9,987,4500
LGEE,TVA,2018,10,2515,9015
LGEE,TVA,2018,11,647,598
LGEE,TVA,2018,12,353,3338
MHEB,MISO,2018,1,8824,189402
MHEB,MISO,2018,2,7246,172979
MHEB,MISO,2018,3,11323,577551
MHEB,MISO,2018,4,10437,410536
MHEB,MISO,2018,5,11833,709361
MHEB,MISO,2018,6,11063,678953
MHEB,MISO,2018,7,11850,925024
MHEB,MISO,2018,8,11465,754517
MHEB,MISO,2018,9,9059,437085
MHEB,MISO,2018,10,7400,270358
MHEB,MISO,2018,11,6520,272198
MHEB,MISO,2018,12,8848,448001
MISO,AEC,2018,2,83,180
MISO,AEC,2018,3,2353,1889
MISO,AEC,2018,4,1342,2547
MISO,AEC,2018,5,642,1651
MISO,AEC,2018,8,210,156
MISO,AEC,2018,9,2209,2618
MISO,AEC,2018,10,1096,1239
MISO,AEC,2018,11,354,533
MISO,AECI,2018,1,7349,85756
MISO,AECI,2018,2,3777,45774
MISO,AECI,2018,3,7235,91382
MISO,AECI,2018,4,518,16496
MISO,AECI,2018,5,678,6380
MISO,AECI,2018,6,4853,39344
MISO,AECI,2018,7,10240,87093
MISO,AECI,2018,8,3970,55050
MISO,AECI,2018,9,3276,46737
MISO,AECI,2018,10,4223,22763
MISO,AECI,2018,11,6018,106005
MISO,AECI,2018,12,3746,46382
MISO,EEI,2018,1,3370,14005
MISO,EEI,2018,2,3711,8392
MISO,EEI,2018,3,5717,19150
MISO,EEI,2018,4,14,482
MISO,EEI,2018,5,32,51
MISO,EEI,2018,6,98,169
MISO,EEI,2018,7,9,34
MISO,EEI,2018,8,48,6
MISO,EEI,2018,9,2520,5559
MISO,EEI,2018,10,4967,16067
MISO,EEI,2018,11,9210,52248
MISO,EEI,2018,12,8656,49107
MISO,IESO,2018,1,25,69
MISO,IESO,2018,2,17,137
MISO,IESO,2018,7,135,786
MISO,IESO,2018,8,68,1148
MISO,IESO,2018,9,36,1268
MISO,IESO,2018,11,23,17
MISO,LGEE,2018,1,20865,663603
MISO,LGEE,2018,2,3699,159761
MISO,LGEE,2018,3,19575,333620
MISO,LGEE,2018,4,16919,238674
MISO,LGEE,2018,5,14757,202986
MISO,LGEE,2018,6,15746,169063
MISO,LGEE,2018,7,15397,187770
MISO,LGEE,2018,8,15055,151890
MISO,LGEE,2018,9,11638,175531
MISO,LGEE,2018,10,19810,328312
MISO,LGEE,2018,11,14204,270972
MISO,LGEE,2018,12,9320,77017
MISO,MHEB,2018,1,3080,81959
MISO,MHEB,2018,2,2497,88879
MISO,MHEB,2018,3,581,3173
MISO,MHEB,2018,4,723,17971
MISO,MHEB,2018,5,71,182
MISO,MHEB,2018,6,97,228
MISO,MHEB,2018,7,51,26
MISO,MHEB,2018,8,416,792
MISO,MHEB,2018,9,2086,20650
MISO,MHEB,2018,10,4487,80602
MISO,MHEB,2018,11,4640,86334
MISO,MHEB,2018,12,3033,23246
MISO,PJM,2018,1,11488,1483853
MISO,PJM,2018,2,9810,2616010
MISO,PJM,2018,3,10810,1268710
MISO,PJM,2018,4,10856,1097314
MISO,PJM,2018,5,11979,3467578
MISO,PJM,2018,6,11229,3731089
MISO,PJM,2018,7,11904,3310552
MISO,PJM,2018,8,11904,3620937
MISO,PJM,2018,9,11160,2900592
MISO,PJM,2018,10,11904,4319063
MISO,PJM,2018,11,10977,2841173
MISO,PJM,2018,12,11904,3513013
MISO,SOCO,2018,1,387,12291
MISO,SOCO,2018,2,311,733
MISO,SOCO,2018,3,1182,6750
MISO,SOCO,2018,4,1020,3936
MISO,SOCO,2018,5,154,1578
MISO,SOCO,2018,6,126,363
MISO,SOCO,2018,7,279,627
MISO,SOCO,2018,8,384,1166
MISO,SOCO,2018,9,1482,8433
MISO,SOCO,2018,10,6746,53809
MISO,SOCO,2018,11,3117,18676
MISO,SOCO,2018,12,2661,60004
MISO,SPA,2018,2,399,1089
MISO,SPA,2018,4,207,420
MISO,SPA,2018,7,522,512
MISO,SPA,2018,8,776,2060
MISO,SPA,2018,10,519,872
MISO,SPA,2018,11,842,574
MISO,SWPP,2018,1,5038,114020
MISO,SWPP,2018,2,5334,76658
MISO,SWPP,2018,3,3457,44089
MISO,SWPP,2018,4,4326,78719
MISO,SWPP,2018,5,4536,72679
MISO,SWPP,2018,6,4203,117568
MISO,SWPP,2018,7,6945,142919
MISO,SWPP,2018,8,705,17979
MISO,SWPP,2018,9,40,577
MISO,SWPP,2018,10,2926,29936
MISO,SWPP,2018,11,8038,151622
MISO,SWPP,2018,12,4156,73216
MISO,TVA,2018,1,23195,2543259
MISO,TVA,2018,2,19426,2088046
MISO,TVA,2018,3,23519,2393267
MISO,TVA,2018,4,22133,2178065
MISO,TVA,2018,5,22769,1296079
MISO,TVA,2018,6,17795,693247
MISO,TVA,2018,7,20191,1003273
MISO,TVA,2018,8,22477,1793714
MISO,TVA,2018,9,22227,1694908
MISO,TVA,2018,10,23791,3019887
MISO,TVA,2018,11,22076,1802561
MISO,TVA,2018,12,22053,1561584
NBSO,ISNE,2018,1,11904,540329
NBSO,ISNE,2018,2,9744,376685
NBSO,ISNE,2018,3,11904,386581
NBSO,ISNE,2018,4,10228,181619
NBSO,ISNE,2018,5,10831,181913
NBSO,ISNE,2018,6,11061,380096
NBSO,ISNE,2018,7,11864,395430
NBSO,ISNE,2018,8,11904,396002
NBSO,ISNE,2018,9,11118,435221
NBSO,ISNE,2018,10,11412,342718
NBSO,ISNE,2018,11,10687,227103
NBSO,ISNE,2018,12,11552,215075
NEVP,BPAT,2018,3,75,100
NEVP,BPAT,2018,6,32,22
NEVP,BPAT,2018,7,1570,2068
NEVP,BPAT,2018,8,3823,14588
NEVP,BPAT,2018,9,2633,5856
NEVP,BPAT,2018,10,2943,8220
NEVP,BPAT,2018,11,2526,5038
NEVP,BPAT,2018,12,3207,7873
NEVP,CISO,2018,1,8075,27018
NEVP,CISO,2018,2,2139,5755
NEVP,CISO,2018,3,2431,2708
NEVP,CISO,2018,4,444,913
NEVP,CISO,2018,5,8,12
NEVP,CISO,2018,6,319,375
NEVP,CISO,2018,7,114,160
NEVP,CISO,2018,8,1551,3175
NEVP,CISO,2018,9,664,3240
NEVP,CISO,2018,10,3310,9384
NEVP,CISO,2018,11,398,2083
NEVP,CISO,2018,12,2207,5901
NEVP,IPCO,2018,5,149,48
NEVP,IPCO,2018,6,2927,5593
NEVP,IPCO,2018,7,2486,6636
NEVP,IPCO,2018,8,1401,5884
NEVP,IPCO,2018,9,2355,7597
NEVP,IPCO,2018,10,2154,2536
NEVP,IPCO,2018,11,4615,16800
NEVP,IPCO,2018,12,5703,25566
NEVP,PACE,2018,1,285,1166
NEVP,PACE,2018,2,803,3315
NEVP,PACE,2018,3,2961,15062
NEVP,PACE,2018,4,1237,4568
NEVP,PACE,2018,5,3709,18255
NEVP,PACE,2018,6,1035,6622
NEVP,PACE,2018,7,64,337
NEVP,PACE,2018,8,27,39
NEVP,PACE,2018,9,249,509
NEVP,PACE,2018,10,84,902
NEVP,PACE,2018,11,317,1540
NEVP,PACE,2018,12,165,432
NEVP,WALC,2018,1,11904,487645
NEVP,WALC,2018,2,9744,438274
NEVP,WALC,2018,3,11042,294126
NEVP,WALC,2018,4,9922,295513
NEVP,WALC,2018,5,9241,198744
NEVP,WALC,2018,6,8072,171319
NEVP,WALC,2018,7,8806,231361
NEVP,WALC,2018,8,9594,230886
NEVP,WALC,2018,9,10849,319954
NEVP,WALC,2018,10,11766,373843
NEVP,WALC,2018,11,10562,333455
NEVP,WALC,2018,12,10973,284337
NSB,FPC,2018,2,110,137
NSB,FPC,2018,4,604,826
NSB,FPC,2018,12,17,1
NSB,FPL,2018,1,764,371
NSB,FPL,2018,2,2150,955
NSB,FPL,2018,3,2857,1360
NSB,FPL,2018,4,346,146
NSB,FPL,2018,5,1041,215
NSB,FPL,2018,6,40,6
NSB,FPL,2018,8,116,9
NSB,FPL,2018,9,98,10
NSB,FPL,2018,10,438,606
NSB,FPL,2018,11,768,226
NSB,FPL,2018,12,556,370
NWMT,AESO,2018,1,11014,72729
NWMT,AESO,2018,2,9178,116324
NWMT,AESO,2018,3,11900,133366
NWMT,AESO,2018,4,11160,164986
NWMT,AESO,2018,5,10359,126316
NWMT,AESO,2018,6,8664,128083
NWMT,AESO,2018,7,5553,50836
NWMT,AESO,2018,8,5627,15160
NWMT,AESO,2018,9,1686,5315
NWMT,AESO,2018,10,9144,41396
NWMT,AESO,2018,11,8854,70123
NWMT,AESO,2018,12,7661,22801
NWMT,AVA,2018,1,11943,65085
NWMT,AVA,2018,2,8347,22269
NWMT,AVA,2018,3,11461,30439
NWMT,AVA,2018,4,5842,15840
NWMT,AVA,2018,5,2169,5272
NWMT,AVA,2018,6,6632,16139
NWMT,AVA,2018,7,6203,15101
NWMT,AVA,2018,8,11174,45281
NWMT,AVA,2018,9,11134,61056
NWMT,AVA,2018,10,11852,74605
NWMT,AVA,2018,11,11179,85314
NWMT,AVA,2018,12,11670,80485
NWMT,BPAT,2018,1,12727,792035
NWMT,BPAT,2018,2,9310,394190
NWMT,BPAT,2018,3,11843,540976
NWMT,BPAT,2018,4,8094,244731
NWMT,BPAT,2018,5,4042,78857
NWMT,BPAT,2018,6,7912,147443
NWMT,BPAT,2018,7,7579,118712
NWMT,BPAT,2018,8,11299,363766
NWMT,BPAT,2018,9,11160,632323
NWMT,BPAT,2018,10,11904,864493
NWMT,BPAT,2018,11,11160,935975
NWMT,BPAT,2018,12,11809,852380
NWMT,GWA,2018,1,1568,420
NWMT,GWA,2018,2,1480,558
NWMT,GWA,2018,3,3987,780
NWMT,GWA,2018,4,2300,429
NWMT,GWA,2018,5,2674,384
NWMT,GWA,2018,6,1653,205
NWMT,GWA,2018,7,4044,372
NWMT,GWA,2018,8,2290,309
NWMT,GWA,2018,9,2911,402
NWMT,GWA,2018,10,2085,441
NWMT,GWA,2018,11,1249,246
NWMT,GWA,2018,12,2796,498
NWMT,IPCO,2018,1,12717,11992
NWMT,IPCO,2018,2,9744,9359
NWMT,IPCO,2018,3,11916,8960
NWMT,IPCO,2018,4,11160,7020
NWMT,IPCO,2018,5,11904,6725
NWMT,IPCO,2018,6,11160,6665
NWMT,IPCO,2018,7,11904,8594
NWMT,IPCO,2018,8,11904,8195
NWMT,IPCO,2018,9,11160,6872
NWMT,IPCO,2018,10,11895,7264
NWMT,IPCO,2018,11,11160,9254
NWMT,IPCO,2018,12,11904,11718
NWMT,PACE,2018,1,12484,113558
NWMT,PACE,2018,2,9155,104469
NWMT,PACE,2018,3,11432,112549
NWMT,PACE,2018,4,10937,114120
NWMT,PACE,2018,5,11924,180177
NWMT,PACE,2018,6,11069,158056
NWMT,PACE,2018,7,9357,88492
NWMT,PACE,2018,8,9129,50501
NWMT,PACE,2018,9,6904,38420
NWMT,PACE,2018,10,7995,39282
NWMT,PACE,2018,11,2368,18293
NWMT,PACE,2018,12,2796,10019
NWMT,WAUW,2018,1,12754,108204
NWMT,WAUW,2018,2,9819,94993
NWMT,WAUW,2018,3,12097,110225
NWMT,WAUW,2018,4,10535,83278
NWMT,WAUW,2018,5,12000,90511
NWMT,WAUW,2018,6,11267,88077
NWMT,WAUW,2018,7,7397,50850
NWMT,WAUW,2018,8,6398,18279
NWMT,WAUW,2018,9,6653,25265
NWMT,WAUW,2018,10,7246,24707
NWMT,WAUW,2018,11,7046,31706
NWMT,WAUW,2018,12,11238,47590
NWMT,WWA,2018,1,805,257
NWMT,WWA,2018,2,1124,310
NWMT,WWA,2018,3,2274,1482
NWMT,WWA,2018,4,1022,197
NWMT,WWA,2018,5,1550,225
NWMT,WWA,2018,6,714,86
NWMT,WWA,2018,7,2536,239
NWMT,WWA,2018,8,1239,189
NWMT,WWA,2018,9,1587,232
NWMT,WWA,2018,10,1254,1586
NWMT,WWA,2018,11,729,116
NWMT,WWA,2018,12,1848,282
NYIS,HQT,2018,1,77,290
NYIS,HQT,2018,5,70,68
NYIS,HQT,2018,7,7,15
NYIS,HQT,2018,10,1208,541
NYIS,HQT,2018,12,26,517
NYIS,IESO,2018,4,23,187
NYIS,IESO,2018,5,332,1642
NYIS,IESO,2018,6,36,1791
NYIS,IESO,2018,7,469,5315
NYIS,IESO,2018,8,28,141
NYIS,IESO,2018,9,30,328
NYIS,IESO,2018,12,107,487
NYIS,ISNE,2018,1,22261,1044334
NYIS,ISNE,2018,2,13715,492712
NYIS,ISNE,2018,3,20338,506167
NYIS,ISNE,2018,4,15426,378075
NYIS,ISNE,2018,5,8697,135926
NYIS,ISNE,2018,6,9318,193439
NYIS,ISNE,2018,7,12835,342539
NYIS,ISNE,2018,8,18812,739244
NYIS,ISNE,2018,9,13999,544947
NYIS,ISNE,2018,10,22531,1312120
NYIS,ISNE,2018,11,21858,1322554
NYIS,ISNE,2018,12,22569,1405452
NYIS,PJM,2018,1,10875,957949
NYIS,PJM,2018,2,7643,616752
NYIS,PJM,2018,3,6676,184431
NYIS,PJM,2018,4,5726,414101
NYIS,PJM,2018,5,6745,169655
NYIS,PJM,2018,6,7541,288835
NYIS,PJM,2018,7,11303,998069
NYIS,PJM,2018,8,11437,1294145
NYIS,PJM,2018,9,9596,1011990
NYIS,PJM,2018,10,7625,283052
NYIS,PJM,2018,11,8357,513669
NYIS,PJM,2018,12,10634,770261
OVEC,LGEE,2018,1,640,2082
OVEC,LGEE,2018,2,4929,34138
OVEC,LGEE,2018,3,8404,61021
OVEC,LGEE,2018,4,1319,16389
OVEC,LGEE,2018,5,1940,12244
OVEC,LGEE,2018,6,2393,11503
OVEC,LGEE,2018,7,556,1731
OVEC,LGEE,2018,8,399,927
OVEC,LGEE,2018,9,570,1858
OVEC,LGEE,2018,10,311,3950
OVEC,LGEE,2018,11,2200,13918
OVEC,PJM,2018,1,12074,1490299
OVEC,PJM,2018,2,11962,1017148
OVEC,PJM,2018,3,15770,1115396
OVEC,PJM,2018,4,11707,1066021
OVEC,PJM,2018,5,12912,873855
OVEC,PJM,2018,6,11612,1128619
OVEC,PJM,2018,7,11904,1372373
OVEC,PJM,2018,8,11930,1338012
OVEC,PJM,2018,9,11314,1053965
OVEC,PJM,2018,10,11924,928457
OVEC,PJM,2018,11,11701,1204586
OVEC,PJM,2018,12,6,10340
PACE,AZPS,2018,1,11803,343675
PACE,AZPS,2018,2,8234,166666
PACE,AZPS,2018,3,7229,109929
PACE,AZPS,2018,4,7484,71087
PACE,AZPS,2018,5,11428,185567
PACE,AZPS,2018,6,10920,319093
PACE,AZPS,2018,7,10659,365099
PACE,AZPS,2018,8,11944,379849
PACE,AZPS,2018,9,11145,345856
PACE,AZPS,2018,10,11979,303238
PACE,AZPS,2018,11,10739,220605
PACE,AZPS,2018,12,11515,225832
PACE,IPCO,2018,1,11895,450422
PACE,IPCO,2018,2,9427,314266
PACE,IPCO,2018,3,8158,245270
PACE,IPCO,2018,4,5071,80949
PACE,IPCO,2018,5,2885,47507
PACE,IPCO,2018,6,6208,94115
PACE,IPCO,2018,7,11365,334987
PACE,IPCO,2018,8,11904,616332
PACE,IPCO,2018,9,11217,625931
PACE,IPCO,2018,10,12043,885037
PACE,IPCO,2018,11,11286,941169
PACE,IPCO,2018,12,11960,1161714
PACE,LDWP,2018,1,12997,191269
PACE,LDWP,2018,2,9682,129134
PACE,LDWP,2018,3,11042,145536
PACE,LDWP,2018,4,10658,106662
PACE,LDWP,2018,5,11141,101448
PACE,LDWP,2018,6,9353,84025
PACE,LDWP,2018,7,11348,120606
PACE,LDWP,2018,8,11463,154770
PACE,LDWP,2018,9,11031,130083
PACE,LDWP,2018,10,10639,119808
PACE,LDWP,2018,11,10886,132513
PACE,LDWP,2018,12,11581,136926
PACE,NEVP,2018,1,11619,218070
PACE,NEVP,2018,2,8941,141210
PACE,NEVP,2018,3,8878,132788
PACE,NEVP,2018,4,9872,130780
PACE,NEVP,2018,5,8126,81502
PACE,NEVP,2018,6,10115,146313
PACE,NEVP,2018,7,11840,256151
PACE,NEVP,2018,8,11877,267857
PACE,NEVP,2018,9,10911,197013
PACE,NEVP,2018,10,11820,177127
PACE,NEVP,2018,11,10891,205220
PACE,NEVP,2018,12,11739,285404
PACE,NWMT,2018,1,233,3337
PACE,NWMT,2018,2,571,1402
PACE,NWMT,2018,3,470,945
PACE,NWMT,2018,4,221,722
PACE,NWMT,2018,5,1,10
PACE,NWMT,2018,6,92,55
PACE,NWMT,2018,7,2473,3774
PACE,NWMT,2018,8,2742,7007
PACE,NWMT,2018,9,4198,10523
PACE,NWMT,2018,10,3850,8662
PACE,NWMT,2018,11,8773,41181
PACE,NWMT,2018,12,9048,44116
PACE,WACM,2018,1,10761,139366
PACE,WACM,2018,2,7702,81587
PACE,WACM,2018,3,2083,23795
PACE,WACM,2018,4,3217,18983
PACE,WACM,2018,5,302,730
PACE,WACM,2018,6,844,9282
PACE,WACM,2018,8,138,59
PACE,WACM,2018,9,791,3362
PACE,WACM,2018,10,1918,11240
PACE,WACM,2018,11,70,743
PACE,WACM,2018,12,18,126
PACW,AVA,2018,1,8559,35456
PACW,AVA,2018,2,5166,41704
PACW,AVA,2018,3,6333,27619
PACW,AVA,2018,4,4939,30576
PACW,AVA,2018,5,1568,4035
PACW,AVA,2018,6,2362,5564
PACW,AVA,2018,7,2005,5061
PACW,AVA,2018,8,4805,13224
PACW,AVA,2018,9,3511,12515
PACW,AVA,2018,10,3601,14190
PACW,AVA,2018,11,3822,32378
PACW,AVA,2018,12,7282,33477
PACW,BPAT,2018,1,56,85
PACW,BPAT,2018,4,238,641
PACW,CISO,2018,1,11904,40759
PACW,CISO,2018,2,9684,36454
PACW,CISO,2018,3,11490,35983
PACW,CISO,2018,4,10589,28910
PACW,CISO,2018,5,11681,28177
PACW,CISO,2018,6,8518,17590
PACW,CISO,2018,7,9965,8686
PACW,CISO,2018,8,11428,10336
PACW,CISO,2018,9,309,1584
PACW,GCPD,2018,3,1265,1104
PACW,GCPD,2018,4,93,605
PACW,GCPD,2018,9,365,549
PACW,GCPD,2018,10,2015,2277
PACW,GCPD,2018,11,4041,10242
PACW,GCPD,2018,12,1149,3621
PACW,IPCO,2018,1,99,439
PACW,IPCO,2018,2,519,2965
PACW,IPCO,2018,3,306,588
PACW,IPCO,2018,4,1828,10901
PACW,IPCO,2018,5,9811,153727
PACW,IPCO,2018,6,9504,186235
PACW,IPCO,2018,7,8593,218199
PACW,IPCO,2018,8,3492,60259
PACW,IPCO,2018,9,281,3422
PACW,IPCO,2018,10,254,949
PACW,PACE,2018,1,11904,714969
PACW,PACE,2018,2,9744,535172
PACW,PACE,2018,3,11904,621981
PACW,PACE,2018,4,11160,396445
PACW,PACE,2018,5,12085,347572
PACW,PACE,2018,6,11160,514902
PACW,PACE,2018,7,11904,799930
PACW,PACE,2018,8,11904,841783
PACW,PACE,2018,9,11160,690515
PACW,PACE,2018,10,11904,850948
PACW,PACE,2018,11,11160,832080
PACW,PACE,2018,12,11904,917394
PACW,PGE,2018,1,11904,142088
PACW,PGE,2018,2,9750,142212
PACW,PGE,2018,3,11904,203856
PACW,PGE,2018,4,11223,153559
PACW,PGE,2018,5,11904,127492
PACW,PGE,2018,6,11120,75709
PACW,PGE,2018,7,13261,63927
PACW,PGE,2018,8,11104,35174
PACW,PGE,2018,9,11279,123346
PACW,PGE,2018,10,11904,64852
PACW,PGE,2018,11,11175,74560
PACW,PGE,2018,12,11841,61105
PGE,PACW,2018,6,56,30
PGE,PACW,2018,8,906,1070
PGE,PACW,2018,12,63,737
PJM,CPLE,2018,1,11168,464822
PJM,CPLE,2018,2,9884,503060
PJM,CPLE,2018,3,11695,788413
PJM,CPLE,2018,4,11281,609825
PJM,CPLE,2018,5,12707,324419
PJM,CPLE,2018,6,10951,268130
PJM,CPLE,2018,7,11725,393921
PJM,CPLE,2018,8,11747,474681
PJM,CPLE,2018,9,10155,338139
PJM,CPLE,2018,10,11489,278928
PJM,CPLE,2018,11,10245,437791
PJM,CPLE,2018,12,11375,250403
PJM,CPLW,2018,1,11180,103511
PJM,CPLW,2018,2,9102,60467
PJM,CPLW,2018,3,11996,85160
PJM,CPLW,2018,4,11067,67093
PJM,CPLW,2018,5,11205,81602
PJM,CPLW,2018,6,11160,91571
PJM,CPLW,2018,7,11904,102600
PJM,CPLW,2018,8,11904,94132
PJM,CPLW,2018,9,10561,89510
PJM,CPLW,2018,10,11724,52715
PJM,CPLW,2018,11,11220,88545
PJM,CPLW,2018,12,11742,103330
PJM,DUK,2018,1,10452,237829
PJM,DUK,2018,2,8792,394600
PJM,DUK,2018,3,5874,28757
PJM,DUK,2018,4,6149,9972
PJM,DUK,2018,5,10786,387179
PJM,DUK,2018,6,9610,293003
PJM,DUK,2018,7,10621,282600
PJM,DUK,2018,8,9950,283155
PJM,DUK,2018,9,5288,144555
PJM,DUK,2018,10,10707,425135
PJM,DUK,2018,11,9888,358000
PJM,DUK,2018,12,7805,261808
PJM,LGEE,2018,1,11904,780656
PJM,LGEE,2018,2,10274,265977
PJM,LGEE,2018,3,11916,410590
PJM,LGEE,2018,4,11160,456436
PJM,LGEE,2018,5,11904,427708
PJM,LGEE,2018,6,11160,456379
PJM,LGEE,2018,7,11904,445621
PJM,LGEE,2018,8,11842,382893
PJM,LGEE,2018,9,9811,207024
PJM,LGEE,2018,10,11580,347841
PJM,LGEE,2018,11,10878,367426
PJM,LGEE,2018,12,8757,365001
PJM,MISO,2018,1,12320,1156750
PJM,MISO,2018,2,9678,1474780
PJM,MISO,2018,3,12998,846714
PJM,MISO,2018,4,11464,697350
PJM,MISO,2018,5,11829,1979454
PJM,MISO,2018,6,11091,1955216
PJM,MISO,2018,7,11904,1932373
PJM,MISO,2018,8,11902,2235626
PJM,MISO,2018,9,11160,1641304
PJM,MISO,2018,10,11887,2717497
PJM,MISO,2018,11,11237,2244902
PJM,MISO,2018,12,11904,2840843
PJM,NYIS,2018,1,12933,1136455
PJM,NYIS,2018,2,11843,1178020
PJM,NYIS,2018,3,17132,1012875
PJM,NYIS,2018,4,16579,1024997
PJM,NYIS,2018,5,17041,710594
PJM,NYIS,2018,6,14779,835870
PJM,NYIS,2018,7,12497,1341645
PJM,NYIS,2018,8,12371,1633326
PJM,NYIS,2018,9,12724,1533598
PJM,NYIS,2018,10,16183,1044789
PJM,NYIS,2018,11,13850,850943
PJM,NYIS,2018,12,13174,1316604
PJM,OVEC,2018,1,11734,575346
PJM,OVEC,2018,2,7472,322140
PJM,OVEC,2018,3,8026,383817
PJM,OVEC,2018,4,10575,438436
PJM,OVEC,2018,5,10872,466860
PJM,OVEC,2018,6,10708,443398
PJM,OVEC,2018,7,11904,485150
PJM,OVEC,2018,8,11852,484554
PJM,OVEC,2018,9,11006,503793
PJM,OVEC,2018,10,11884,401035
PJM,OVEC,2018,11,10243,388810
PJM,OVEC,2018,12,6,7238
PJM,TVA,2018,1,11038,466096
PJM,TVA,2018,2,9391,670176
PJM,TVA,2018,3,10979,817953
PJM,TVA,2018,4,11024,943648
PJM,TVA,2018,5,9816,629340
PJM,TVA,2018,6,7251,247179
PJM,TVA,2018,7,8709,399685
PJM,TVA,2018,8,8550,384261
PJM,TVA,2018,9,7512,264436
PJM,TVA,2018,10,5340,183983
PJM,TVA,2018,11,5879,257545
PJM,TVA,2018,12,7698,439212
PNM,AZPS,2018,1,3476,11029
PNM,AZPS,2018,2,6389,40362
PNM,AZPS,2018,3,3960,47216
PNM,AZPS,2018,4,4014,28029
PNM,AZPS,2018,5,123,4744
PNM,AZPS,2018,6,102,84
PNM,AZPS,2018,7,12,19
PNM,AZPS,2018,8,1391,3273
PNM,AZPS,2018,9,274,1199
PNM,AZPS,2018,10,1575,7503
PNM,AZPS,2018,11,3134,12599
PNM,AZPS,2018,12,2699,24480
